LLANTA 245/75/R16 FALKEN;1;28;130
LLANTA 265/65R17;1;28;155
LLANTA 265/65R-17 OVATION;1;28;80
LLANTA 265-65 R17 OVATION;1;28;103
LLANTA 31X10.50 R-15 DUNLO;1;28;156
LLANTA 385/65R22.5 AM15 18PR HANKOOK;1;28;525
LLANTA 7.00R15;1;28;135
LLANTA FIRESTON;1;28;312
LLANTA JK 900-20 14;1;28;290
LLANTA REENCAUCHE;1;28;173
LLANTA REENCAUCHE;1;28;173
LLANTAS 750X15 FIRESTONE CT;14;28;185
PROTECTOR # 15;1;28;11
PROTECTOR DE TUBO;1;28;15.95
PROTECTOR R15 NUEVO;1;28;12
RUEDA DE HULE 200 MM;1;28;14.25
TUBO 12;1;28;52
TUBO 1400X24;1;28;85
TUBO LLANTA 900-20;1;28;22
TUBO NUEVO;1;28;12
TUBO PARA LLANTA RIN 14;1;28;10.95
TUBO PARA LLANTA RIN 15;1;28;13.5
TUBO PARA LLANTA RIN 15;1;28;13.65
TUBO PROTECTOR;1;28;22
TUBOS 700X15;1;28;13
ACEITE;24;29;3.39
ACEITE;25;29;2.5
ACEITE;18;29;43.2
ACEITE 10W30;15;29;26.84
ACEITE 134-A;24;29;8
ACEITE 2 TIEMPOS;15;29;37
ACEITE 2 TIEMPOS STIHL;15;29;37
ACEITE 20W50-1Q;17;29;67.24
ACEITE 25W60-1Q;17;29;69.42
ACEITE 2T-1/4;16;29;3.77
ACEITE 3 EN 1;1;29;2
ACEITE 50-1Q;17;29;72.62
ACEITE 80W90-1Q;17;29;72.89
ACEITE 85W140-1Q;17;29;67.24
ACEITE ATF-1Q;17;29;70.6
ACEITE CASTROL;17;29;86
ACEITE CASTROL;15;29;23.63
ACEITE CASTROL PARA MOTOR 15W-40;15;29;23.63
ACEITE ESP. 80W90-LSD;16;29;9.62
ACEITE ESP. P/ CORONA;16;29;9.61
ACEITE ESP. TRANS-HD50;17;29;113
ACEITE FUERA DE BORDA;16;29;9.54
ACEITE GEO 100;24;29;12
ACEITE HIDRAULICO;17;29;50
ACEITE ISO68 MOBIL;17;29;78
ACEITE MOBIL CM-10W30;16;29;6.67
ACEITE MOBIL MB-15W40-1Q;17;29;89.42
ACEITE MOBIL P/ MOTOR;17;29;79
ACEITE MOBIL SAE 40;17;29;87
ACEITE MOTUL;20;29;10.68
ACEITE MOTUL;18;29;58.17
ACEITE MOTUL;20;29;9.53
ACEITE P/ CAJA;16;29;31.45
ACEITE P/ CORONA;17;29;73
ACEITE P/COMPRESOR;1;29;4.75
ACEITE P/MEZCLA MOTOSIERRA;1;29;4.35
ACEITE PARA MOTOR;1;29;25
ACEITE PARA MOTOR TC-W;1;29;5.75
ACEITE PENETRANTE;38;29;6
ACEITE POWER;16;29;7.59
ACEITE QC-HIDRA;17;29;55.49
ACEITE QC-HIDRA;17;29;55.49
ACEITE STIHL PERA MEZCLAR 5 GL;1;29;4.4
ACEITES HIDRAULICO;1;29;68.22
ADITIVO PARA ACEITE;1;29;10
16 DE ACEITE P/ MOTOR;16;29;4.99
DE ACEITE MOBI;27;29;875
DELVAC 1300;15;29;26
GRASA;6;29;4.29
GRASA;41;29;4
GRASA MOBIL RONEX;17;29;99
GRASA P/ FLECHA;6;29;3.83
GRASA RONEX;1;29;3.65
GRASA SINTETICA;6;29;5.88
LIQUIDO;24;29;3.15
LIQUIDO DE FRENO ABRO;1;29;8
LIQUIDO DE FRENO WAGNER;20;29;8
LIQUIDO DE FRENOS;1;29;7.45
LIQUIDO FC-85801;16;29;7.48
LUBRICANTE DE LINEA 3/4;1;29;119.41
LUBRICANTE WD-40;1;29;4.2
LUBRICANTE WD-D40;1;29;6
MOBIL 46 NUTO ;27;29;785
MOBIL GEAR 600 XP 100 ;27;29;910
MOBIL GEAR 600 XP 220;17;29;104
MOBIL NUTO H32 ;17;29;81.86
MOBIL OUTBOARD;16;29;10
MOVIL DELVAC F2;1;29;80
NUTO H 68 ;27;29;689.3
ARENA;42;30;13.18
BENTONITA;19;30;11.15
BLOCK 15X20X40 SALTEX GRIS;1;30;0.6
BLOCK 20X20X40 SALTEX GRIS;1;30;0.9
BLOCK MITAD 15X20X40 SALTEX GRIS;1;30;0.39
CAL HIDRATADA;19;30;2.6
CEMENTO 5000;19;30;8.25
CEMENTO PORTLAND;19;30;7.45
CERAMICA;42;30;8.95
DECOBLOCK 40 KG;19;30;8.5
GRAVA;42;30;60
LADRILLO;1;30;0.34
LOSETAS;1;30;2.25
PEGAMIX 20 KG;19;30;3.5
POSTES DE CONCRETO;1;30;320
TEJAS ARABE;1;30;0.67
TABLAYESO 4X8 PIES 12 MM;1;30;7.4
VIDRIO DE PTA;1;30;50.85
VIDRIO PARABRISAS;1;30;79.1
VIDRIO TRAS;1;30;50.85
ABRAZADERAS S/FIN 1 1/2;1;31;0.4
ABRAZADERA D/ MANGUERA;1;31;8
ABRAZADERA D/ MANGUERA;1;31;8
ABRAZADERA DE AM-2;1;31;0.92
ABRAZADERA SIN FIN 20-19-44MM;1;31;0.8
ABRAZADERA SIN FIN 56 AB-20;1;31;1.1
ALAMBRE HG #16;6;31;1.2
ANGULOS 1/4X3;1;31;40.11
ANILLO HG 1/2;1;31;0.6
ARANDELA 4K-0684 ;1;31;6.23
ARANDELA P/ PUNT;1;31;1.92
ARANDELA P-5/16;1;31;0.05
ARANDELA P7 LEVA FRENO;1;31;0.5
ARANDELA PLANA 1;1;31;0.3
ARANDELA PLANA M12;1;31;0.15
ARANDELA PRESIÓN;1;31;0.2
ARANDELA PLANA;1;31;0.4
ARANDELAS;1;31;1.13
ARANDELAS P/INY. ORIG;1;31;1.53
ARANDELAS PLANAS;1;31;0.09
ARAP 3/8 ARANDELA DE PRESION;1;31;0.12
BRONCE FOSFORICO DE 1 PULG;28;31;18
CAÑO HG 1/2 ;1;31;15
CAÑO NEGRO DE 4 PULG.;1;31;67
CAÑOS HG CH #16 DE 4 X 6M;1;31;38
CAÑO GALV. LISO 4 CH 16-1;1;31;31.11
CAÑO GALV. LISO 11/2 CH 16-1.;1;31;12.58
CAÑO GALV. LISO 2 CH 16-1;1;31;15.02
CAÑO GALV. LISO 2 1/2 CH 16-1.;1;31;19.92
CAÑO GALVANIZADO 1/2 C/R;1;31;15
CAÑO GALVANIADO MEDIANO 1/2 CON ROSCA.;1;31;13.6
CLAVO CON CABEZA 1 PLG;6;31;1.25
CLAVO CON CABEZA 2 PLG;6;31;0.86
CLAVO CON CABEZA 3 PLG;6;31;0.75
CLAVO CON CABEZA 4 PLG;6;31;0.75
CLAVO CON CABEZA 5 PLG;6;31;0.75
CHORRO 1/2 USA;1;31;6.9
CODO HG 90° 1/2;1;31;0.6
CODO MACHO Y MACHO;1;31;5.95
CODO MACHO Y MACHO NPT;1;31;5.95
CODO GALVANIZADO 90 ° 1/2.;1;31;0.6
BISAGRA DOBLE;1;31;0.5
BISAGRA DOBLE 2 PULG;1;31;0.35
HIERRO DE 1/2;29;31;56
LAMINA DE HIERRO 1/8 B/N 2X1 MT;1;31;54.61
LAMINA CANAL TERNIUM(ZIN) 28X3X1;1;31;6.65
LAMINA DE 1 PULG;30;31;135.6
LAMINA XAR 400 DE 10MM (0.50CMSX0.40CMS);30;31;84.75
LAMINA XAR 400 DE 10MM ( 1.60MTSX1MTS);30;31;678
LAMINA CARBURADA DE 1/2 (2MTSX1MTS);30;31;1333.4
LAMINA CARBURADA DE 3/4 (0.5MTSX1MTS;30;31;649.75
LAMINA DE HIERRO 1/16 1.40 2X1 MTS.;1;31;36
LAMINA DE ACERO ANTIDESGASTE XAR-200 DE 12MM (1/2) X 1 METRO X 2 METROS.;1;31;771
LAMINA DE ACERO ANTIDESGASTE XAR-200 DE 20MM (3/4) X 1 METRO X 2 METROS.;1;31;1290
MALLA CICLON 9X72;31;31;5.19
NIPLE HG 1X6;1;31;1.35
NIPLE CODO;1;31;2.95
NIPLE CONECTOR DE BALONA;1;31;3.75
NIPLE DE 1/4 TAPÓN;1;31;1.25
NIPLE DE 1/8;1;31;0.71
NIPLE MACHO 4.2;1;31;8
NIPLE PARA TUBERIA FRENO;1;31;2
NIPLE REDUCTOR;1;31;4.86
NIPLE GALVANIZADO 1X6 47534;1;31;1.35
TUERCA) 6F-7522;1;31;51.62
PERNO;1;31;0.85
PERNO 1J-6775 ;1;31;56.03
PERNO 7X-2563;1;31;9.02
PERNO DE RETORNO;1;31;13.56
PERNO ESTUFA;1;31;0.29
PERNO HEX 10*90*150;1;31;1.25
PERNO HEX R/O;1;31;9.5
PERNO HEX R/O GRADO;1;31;5.9
PERNO MILIMÉTRICO;1;31;0.35
PERNO MM;1;31;3.25
PERNO MM 8;1;31;0.6
PERNO MM 8X35;1;31;0.45
PERNO P/ BARRA;1;31;11.49
PERNO P-12X4;1;31;1.1
PERNOS CABEZA CUADRAD;1;31;0.6
PERNOS EXA M12;1;31;1.1
PERNOS ORIG. P/ CALIPER;1;31;15.2
PERNOS PER-6X20;1;31;0.14
PLATINAS 1/4X4;1;31;29.57
REMACHE POP;1;31;0.02
REDUCTOR 120-64;1;31;3
REDUCTOR 3/8;1;31;2.5
REDUCTOR MACHO HEMBRA;1;31;5.4
TEE HG 1/2;1;31;1.5
TE NIPLE;1;31;6.58
TORNILLO ESTUFA 6 X 12 MM;1;31;0.35
TORNILLO LÁMINA CABEZA AVELLANADA PHILLIPS GALVANIZADO 8 X 1/2 PLG;1;31;0.01
TORNILLO LÁMINA GALVANIZADO 10 X 3/4 PLG;1;31;0.04
TORNILLO;1;31;0.02
TORNILLO P/DURPANEL 4X30;32;31;0.87
TORNILLO PARED SECA NEGRO 6 X 3/4 PLG;1;31;0.01
TORNILLO PRISIONERO SET 10;33;31;9.94
TORNILLOS AUTORROSCANTE PARA LAMINA ZINT. 1 1/2X12;1;31;0.06
TORNILLO AUTORROSCANTE P/ZINT. LM/POLIN 1X12;1;31;0.04
TUBO CUDRADO 1/2;42;31;4
TUE-1/4 TUERCA;1;31;0.07
TUERCA;1;31;0.5
TUERCA 1 G8;1;31;1.9
TUERCA 3/4 RO GRADO 8;1;31;0.81
TUERCA 8T-4131;1;31;4.13
TUERCA CROMADA P/ ESP;1;31;1.3
TUERCA HEX R/O;1;31;1.4
TUERCA IZQUIERDA;1;31;0.99
TUERCA MILIMETRICA;1;31;1.59
TUERCA MM P/1.00 6MM;1;31;0.1
TUERCAS EXA M12;1;31;0.2
TUERCAS T-12;1;31;0.29
UNION UNIVERSAL HG 1/2;1;31;3.25
VALVULA BOLA ITALY 1/2;1;31;4.5
VALVULA DE BOLA ITALI;1;31;34.25
VALVULA DE BOLA ITALI;1;31;4.75
VALVULA CHECK VGRAS 27;1;31;5.05
VALVULA DE ESFERA ESRO-1/4;1;31;3.75
VALVULA DE ESFERA, DE LATON;1;31;8.5
VALVULAS;1;31;28.82
VALVULA P/LIBRE;1;31;7.25
VARILLAS DE ACERO PLATA;1;31;2
MANGO DE LUMINIO 1.5 MTS;1;31;12
LIBRA DE ALAMBRE GALVANIZADO CAL. 16;1;31;0.85
AGUJA CROMADA;1;32;1
ALGODON;1;32;4.52
CAJA DE CATETER;1;32;22.5
CAJAS DE BAJA LENGUA;1;32;2.09
CAJAS DE BISTUR;1;32;11
CAJAS DE GUANTES;1;32;6.22
CAJAS DE GUANTES ESTERILES;1;32;22
CAJAS DE JERINGA DE 5 ML;1;32;8
CAJAS DE JERINGAS DE 3 ML;1;32;6.5
CATETER;1;32;0.5
DOCENAS DE VENDAS;1;32;6
GASA;1;32;35
JERINGA 20;1;32;13
JERINGA DESCARTABLE;1;32;1.25
ALMOHADILLA;1;33;1.01
ALMOHADILLA #1 METALICA;1;33;1.65
ALMOHADILLA KW;1;33;1.33
ALMOHADILLA # 00;1;33;1.35
ARCHIVADOR DE ACORDEON;1;33;1.65
ARGANIZADOR DE LAPICEROS;1;33;1.25
BANDAS DE HULE;1;33;3
BINDER CLIPS;3;33;3.6
BOLIGRAFO 0.7;1;33;0.3
BOLIGRAFO 1.0 INK JOY;1;33;0.35
BOLIGRAFO BIC;1;33;0.16
BOLIGRAFO KILOMETRICO;1;33;0.12
BOLIGRAFO KILOMETRICO;1;33;0.4
BOLIGRAFO P.M;1;33;0.13
BOLIGRAFO PILOT;1;33;0.25
BOLIGRAFO ULTRA BOLIK;1;33;0.15
BOLIGRAFO ULTRA FINO;1;33;1.8
BORRADOR ARTLINE;1;33;0.25
BORRADOR DE CAÑUELA;1;33;2.65
BORRADOR DE CAÑUELA Y REPUESTO;1;33;2.7
BORRADOR PARA GRAFITO;1;33;0.75
BORRADOR PARA GRAFITO ;1;33;0.25
BORRADOR STAEDTLER;1;33;0.4
BOTE DE SILICON 250 ML;1;33;2.5
CALCULADORA 12 DIGITOS;1;33;6.5
CALCULADORA CIENCIFICA 991;1;33;28.5
CALCULADORA CIENTIFICA;1;33;12
CINTA ADHESIVA 500;1;33;0.4
CINTA ADHESIVA 600;1;33;1.35
CINTA ADHESIVA MAGICA;1;33;2.3
CINTA ADHESVA 3M;1;33;1.25
CINTA DE EMPAQUE 3M;1;33;0.55
CINTA DE EMPAQUE ULTRA RESISTENTE;1;33;1.15
CINTA DOBLE CARRETE;1;33;3.25
CINTA MAGICA 3M;1;33;1.25
CINTA PARA CONTOMETRO;1;33;3.5
CINTA PARA MONTAJE 3M;1;33;3.5
CINTA SCOTCH;1;33;3
CINTAS ANCHAS;1;33;0.7
CLASIFICADOR MESH TRIPLE;1;33;13
CLIP JUMBO METALICO 50MM;3;33;0.7
CLIP # 2 JUMBO;1;33;0.49
CLIP # 3 METALICO AOS;1;33;0.17
CLIP #1 AOS;1;33;0.33
CLIP #1 METALICO;1;33;0.19
CLIP #2 JUMBO DE COLORES;1;33;0.55
CLIP BINDER;1;33;0.18
CLIP BINDER 1 5/8 38MM;1;33;0.08
CLIP BINDER 2 PULG;1;33;0.15
CLIP BINDER 3/7;1;33;0.04
COLORES 12 LARGOS;1;33;0.9
CORRECTOR PAPER MATE;1;33;1
CORRECTOR SECO;1;33;1.35
CORRECTOR SECO ARTLINE;1;33;1.25
CORRECTOR SECO MINI ROLLER;1;33;1.35
CORRECTOR TIPO LAPIZ;1;33;1
CRAYOLA TRIANGULAR;1;33;0.9
CUCHILLA PEQUEÑA;1;33;1.45
CUENTA FACIL;1;33;0.73
DISPENSADOR 3M;1;33;3.75
DISPENSADOR C-38;1;33;3.6
DISPENSADOR PARA CINTA;1;33;2.3
ENGRAPADORA;1;33;15
ENGRAPADORA BOSTIRCH;1;33;5
ENGRAPADORA SWINGLINE;1;33;9.5
ENGRAPADORA SWINGLINE 747;1;33;10.5
ENGRAPADORA TIPO TENAZA;1;33;6.5
ENGRAPADORA TIRA COMPLETA;1;33;6.4
ESCALIMETRO;1;33;2.25
ESCALIMETRO MARS DIVISION;1;33;5.5
FASTENER;3;33;1.65
FASTENER CON REVESTIMENTO C-50;1;33;3.99
FASTENER METALICO;1;33;0.8
FASTENER PLASTICO;1;33;1.25
FATENER CON REVESTIMENTO;1;33;4.5
FECHADOR AOS;1;33;0.65
FOLDER DE MANILA;1;33;0.6
FOLDER PLAST T/C LEITZ;1;33;7.9
FOMI 60X90CM;1;33;0.8
GRAPA INDUSTRIA;1;33;1.75
GRAPA KW;1;33;0.25
GRAPA STANDARD;3;33;1.15
GRAPA STANDARD AOS;1;33;0.6
GRAPA STANDARD AOS;1;33;0.65
GRAPA STANDARD BOSTITCH;1;33;1.13
GRAPA STANDARD CJA;1;33;1.3
GUILLOTINA;1;33;55
LAPICEROS;3;33;1.6
LAPICEROS   PUNTA FINA;1;33;0.6
LAPIZ;3;33;1.6
LAPIZ DE CERA;1;33;0.45
LAPIZ DE CERA PELIKAN;1;33;0.75
LAPIZ DE GRAFITO NORICA;1;33;0.13
LAPIZ DE GRAFITO STAEDTLER;1;33;0.11
LAPIZ DE GRAFITO TRIANGULAR MONGOL;1;33;0.19
LAPIZ FACELA;1;33;0.2
MARCADOR ARTLINE;1;33;0.51
MARCADOR FLUORECENTE;1;33;0.85
MARCADORES;1;33;0.66
MINA 0.5MM HB;1;33;3.6
MINA 0.7MM;1;33;0.85
OJETE BEIFA;1;33;2.25
OJETES;1;33;2.25
ORGANIZADOR DE ESCRITORIO;1;33;20
ORGANIZADOR METALICO DE CAJON;1;33;14.5
PAPELERA ACRILICA;1;33;11.5
PAPELERA ACRILICA 3 NIVELES;1;33;18
PAPELERA METALICA;1;33;18
PAPELERA METALICA 3 NIVELES;1;33;18.5
PAPER CLIPS 50MM;1;33;0.33
PAPER MATE;1;33;0.99
PEGAMENTO ARTIPEGA;1;33;0.89
PEGAMENTO ARTIS;1;33;9.5
PEGAMENTO BLANCO 500 ML;1;33;3.15
PEGAMENTO BLANCO 750;1;33;15
PEGAMENTO BLANCO ESCOLAR;1;33;0.89
PEGAMENTO EN BARRA;1;33;0.69
PEGAMENTO EN BARRA ARTLINE;1;33;1.25
PERFORADOR 2 ORIFICIOS;1;33;5.5
PERFORADOR 3 ORIFICIOS;1;33;7
PERFORADOR INDUSTRIAL 70 HOJAS ;1;33;13
PERFORADOR MEDIANO;1;33;3.75
PERFORADOR 1 ORIFICIO ;1;33;1.95
PLASTICO PARA PALETIZAR;34;33;8
PLIEGOS DE FOMI;1;33;0.97
PLUMON DOBLE PUNTA;1;33;1.15
PLUMON PARA PIZARRA;1;33;0.75
PLUMON PERMANENTE;1;33;0.55
PLUMON PERMANENTE SHARPIE;1;33;1.35
PLUMONES  ARTLINE NORMALES ;1;33;0.66
PORTA CLIPS CON IMAN;1;33;1.5
PORTAMINA;1;33;0.3
PORTAMINA 0.5 MM;1;33;2.95
 PORTA LAPIZ DE MALLA (DEPOSITO);1;33;2
PROTECTOR PARA HOJA;1;33;0.04
MARCADOR FLUORESCENTE ;1;33;0.55
RACKY FINGER;1;33;0.9
REGLA METALICA 30CM;1;33;1.25
REGLA PLASTICA;1;33;0.45
REGLA PLASTICA 30CM TRANSPARENTE;1;33;1
REGLA PLASTICA AOS;1;33;0.12
REPUESTO PARA BORRADOR;1;33;0.7
REPUESTOS PARA BORRADOR DE CAÑUELA;1;33;3.15
RESISTOL / PEGAMENTO PEGAPRONTO;1;33;2.1
REVISTERO IBEX;1;33;6
REVISTERO TIPO MALLA METALICO;1;33;5
SACA GRAPA AOS;1;33;1
SACAGRAPA;1;33;0.3
SACAPUNTA CON DEPOSITO PELIKAN ;1;33;1.3
SACAPUNTA ELECTRICA;1;33;25
SACAPUNTA METALICA AOS;1;33;0.09
SACAPUNTA METALICA MAPED;1;33;0.95
SACAPUNTA METALICA MOR;1;33;0.1
SACAPUNTA QUICK;1;33;0.7
SCOTH DE 3/;1;33;0.45
SELLO TRODAT 4933 CAJA;1;33;9.8
SELLOS TRODAT 4630;1;33;10.18
SELLOS TRODAT 4929 FIRMA;1;33;13.44
SILICON EN BARRA DELGADO;1;33;0.12
SILICON LIQUIDO 250 ML;1;33;2.65
SILICON LIQUIDO AOS;1;33;1.75
SOBRE PLASTICO VERTICA;1;33;0.55
SOBRE PLASTICO VERTICAL T/C;1;33;0.75
TABLA DE ALUMINIO C/CLIP  T/C;1;33;12
TABLA DE ALUMINIO C/CLIP  T/O;1;33;14
TABLA DE MADERA;1;33;6.5
TACHUELA;1;33;0.55
TACKY FINGER;1;33;0.55
TARJETERO 4400 CAPACIDAD;1;33;5.5
TIJERA 7 PULG;1;33;1.75
TIJERA 8 PULG;1;33;2.3
TIJERA AOS;1;33;0.75
TIJERA ERGONOMICA METALICA;1;33;1.35
TIJERA PARA CORTAR PAPEL;1;33;1
TINTA PARA ALMOHADILLA;1;33;0.9
TINTA PARA ALMOHADILLA ARTLINE;1;33;1.13
TINTA PARA NUMERADORA;1;33;3.15
TINTAS L PARA ALMOHADILLA;1;33;1.2
TIRRO 2 X 30 YDAS;1;33;1.35
TIRRO 2X30 YDS AOS;1;33;0.8
TIRRO 3/4;1;33;0.55
TIRRO 3/4 HYSTICK;1;33;2.25
TIRRO 3M;1;33;2.15
TIRRO BLUE BOLD;1;33;1
TIRROS;1;33;2.15
ADAPTADORES PARA UNIR CABLE;1;34;7
BOBINAS DE CABLE VTP;1;34;158.2
BOTELLA DE TINTA EPSON # 664;1;34;12.25
BOTELLA DE TINTA PARA EPSON L3110/3150/5190- NEGRO;1;34;11.92
BOTELLA DE TINTA PARA EPSON L3110/3150/5190- COLOR;1;34;11.92
CABLE CONVERTIDOR;1;34;35
CABLE DE COMUNICACION;1;34;55
CABLE HDMI;1;34;17.72
CABLE RJ45 3 PIES;1;34;4.45
CABLE RJ45 50 PIES;1;34;17.25
CABLE UTP CAT5;1;34;0.48
CARTUCHO  WORKFORCE;1;34;78.25
CARTUCHO CANON CL-54XL;1;34;29.85
CARTUCHO CANON PG-44;1;34;24.75
CARTUCHO CL146 CANON;1;34;14.87
CARTUCHO DE TINTA CANON 210;1;34;23.75
CARTUCHO DE TINTA CANON 211;1;34;25.75
CARTUCHO HP;1;34;59.95
CARTUCHO HP NEGRO;1;34;69.99
CARTUCHO NEGRO PARA WORKFORCE;1;34;61.3
CARTUCHO COLOR PARA WORKFORCE;1;34;78.25
CARTUCHO PG145 CANON;1;34;19.2
CARTUCHO PG210 CANON;1;34;32.61
CARTUCHOS EPSON;1;34;19.75
CCARTUCHO CL211 CANON;1;34;31.61
CD-R 52X 700 MB;1;34;0.4
CD-R GRABABLE;1;34;0.9
CINTA DE IMPRESIÓN MAGICARD;1;34;115
CINTA EPSON LX 890;1;34;11
CINTA EPSON S015337;1;34;15
CINTAS EPSON LX 350;1;34;8.75
CINTAS EPSON PARA 890;1;34;18.26
CONECTOR NEXXT;1;34;0.43
DISCO DURO PORTÁTIL 2TB;1;34;143.65
DOCKING STATION STARTECH;1;34;340
DVD R 4.7 GB 120 MIN;1;34;0.5
DYE FILMAD CLEANING SPOOL MAGICARD;1;34;149.95
EPSON M105/M205;39;34;24.18
FIBRA ÓPTICA 6 HILOS;42;34;1.13
KINGSTON MEMORIA USB;1;34;1
KIT DE TINTA EPSON;1;34;300
KIT DE TINTAS;1;34;54
MANTENIMIENTO PARA WORKFORCE;3;34;25
MEMORIA KINGSTON 32GB;1;34;19.75
MEMORIA KINGSTON 8 GB USB;1;34;12.95
MEMORIA KINSTON DTSE9H/16GB;1;34;12.75
MEMORIA USB 16 GB KINGSTON;1;34;7.9
MEMORIA USB 16HP ;1;34;14.95
MEMORIA USB 4GB KINGSTON;1;34;6
MINI HUB USB BELKIN;1;34;33.6
MOUSE INALAMBRICO;1;34;24.5
MOUSE LOGITECH WIRELESS;1;34;28.87
MOUSE MCIROSFOT;1;34;29.66
MOUSE PAD;1;34;15
MOUSE USB;1;34;9.5
PAD AOS;1;34;3
PAD PARA MOUSE ETOUCH;1;34;6.5
PATCH CORD DE LONGITUD 3 PIES;1;34;4.25
SUMINISTRO DE ALTO RENDIMIENTO;1;34;11.9
TECLADO LOGITECH;1;34;8.25
TECLADOS;1;34;25
TESTER RED;1;34;58.9
TINTA BOTES EPSON ;1;34;12.5
TINTA CANON;39;34;11.5
TINTA CANON CL-SAXL;1;34;18.8
TINTA CANON PG-210 BLACK;1;34;23.7
TINTA CANON CL-211 TRICOLOR;1;34;27.6
TINTA CANON PG-44XL BLACK;1;34;32.15
TINTA CANON CL-54XL TRICOLOR;1;34;23.75
TINTA EPSON;1;34;16.5
TINTA EPSON # 788XL;1;34;35
TINTA EPSON 38 ML;1;34;63.5
TINTA EPSON 664;1;34;12.99
TINTA EPSON R04L22A;1;34;51
TINTA EPSON R04X12A;1;34;72.5
TINTA EPSON T942 BLACK;1;34;58.75
TINTA EPSON T941 COLOR;1;34;53.7
TINTA IEPS-TLL4120BK ;1;34;14.65
TINTA JUEGO EPSON;1;34;50
TINTA NEGRA 100ML P/ EPSO;1;34;48
TINTA PARA EPSON L200;39;34;11.36
TINTA PARA IMPRESOR EPSON L380;1;34;10.25
TINTA PARA IMPRESORA EPSON;1;34;19.95
TINTA PARA SUBLIMACION;1;34;25.5
TINTA T664 EPSON;11;34;64
TINTAS COLOR PG;1;34;15
TINTAS DE COLOR CL;1;34;19
TONER;1;34;48.5
TONER 202A;1;34;96.33
TONER 80XD HP;1;34;198.53
TONER CART HC;1;34;250.35
TONER CARTRIDGE;1;34;160.48
TONER HP # 201X BLACK;1;34;97.75
TONER HP # 410A NEGRO ;1;34;120.58
TONER HP # 410A COLOR ;1;34;143.95
TONER HP # 80X;1;34;188
TONER HP #87A;1;34;229.8
TONER HP 201A;1;34;119.5
TONER HP 87A BK CF287A;1;34;259.95
TONER HP LASERJET 05 CE 505XD;1;34;386.95
TONER HP LASERJET 55X;1;34;293.25
TONER KROCERA TN -118;1;34;94.75
TONER KYOCERA TK3102;1;34;135.6
TONER NEGRO 05X;1;34;199.95
TONER SAMSUNG;1;34;77.74
TONER TK-3102;1;34;90
TONER XEROX B 605;1;34;188.25
TONER TN-323;1;34;80
TONOR HICAPDMO B7;1;34;148.61
UNION P/RJ45;1;34;6.17
LIBROS;1;35;6
PERIÓDICOS;3;35;5
REVISTAS;3;35;4
FOLLETOS;1;35;5
ESCOPETAS MARCA UZKON;1;36;1000
MUNICION CALIBRE 12 7 1/2;3;36;21
MUNICION CALIBRE 1200;3;36;15
MUNICION CALIBRE 40;3;36;70
PISTOLA MARCA SMITH & WESSON MODELO SD9VE;1;36;700
ACCESORIO P/TANQUE SANITARIO;1;37;5.25
ACOPLE 016016;1;37;18
ACOPLE 050900;1;37;22
ACOPLE 10643-12-12;1;37;14
ACOPLE 11343-08-08 MACHO;1;37;17
ACOPLE E 3 039 E300;1;37;23.25
ACOPLE ESPIGA HEMBRA;1;37;8
ACOPLE F Y CONECTORES DE LATON;11;37;13.5
ACOPLE HEMBRA GIRATORIA;1;37;28
ACOPLE HEMBRA NPT;1;37;25
ACOPLE HIDRAULICO HEMBRA;1;37;13
ACOPLE MACHO;1;37;15
ACOPLE P/ MANG HEMBRA;1;37;15
ACOPLES HEMBRA;1;37;5
ADAPT. MANG. P/ PUNTA DEWALT;1;37;3.75
ALAMBRE DE INSTALACION;31;37;0.55
ALMÁDANA 2 LIBRAS CON MANGO FIBRA DE VIDRIO;1;37;6.5
AMORTIGUADOR DELANTERO;1;37;60.07
AMORTIGUADORES ;14;37;226
AMORTIGUADORES DEL U3768;1;37;97.7
AMORTIGUADORES TRAS;1;37;48
AMPOLLETA DE AIRE;1;37;12.94
AMPOLLETAS  DE ACEITE PARA NISSAN;1;37;10
ANILLOS 23307 STD;11;37;87.52
ANILLOS STANDAR (22R;1;37;40
ANILLOS TOY  21;1;37;75
APUCHON PARA CULATA DT466E;1;37;17
ARO P/ SILVIN;1;37;16.95
ARRANCADOR 9-13 A;1;37;74.9
ASIENTO DE RESORTE;1;37;10.06
ASPAS;1;37;5.65
BALANCÍN DE ADMISIÓN;1;37;12.1
BALERO;1;37;8
BALERO C/ SEG;1;37;26.6
BALERO CON CUNA PIÑON;1;37;123.2
BALERO CON SELLO DE HULE;1;37;6.5
BALERO CON SELLO DE HULE;1;37;4.75
BALERO DE AGUJA;1;37;18.08
BALERO DE CAJA DE PIÑON;1;37;38.39
BALERO DE CAJA DOBLE;1;37;132.46
BALERO DE CARDAN;1;37;58.37
BALERO DE COLLARIN;1;37;138.25
BALERO DE CORONA;1;37;42.99
BALERO DE CORONA ROCKWEL;1;37;68.6
BALERO DE PILOTO;1;37;9.65
BALERO DE PUNTA DE PILOTO;1;37;60
BALERO LATERAL DE CORONA;1;37;71.4
BALERO P/ CAJA;1;37;18.92
BALERO P/ COMPRESOR;1;37;18.68
BALERO P/ FLECHA;1;37;15.62
BALEROS ;1;37;15
BALEROS BUFA;1;37;20.81
BALEROS DE CARDAN;1;37;61.43
BALONA ;1;37;0.2
BANDA 124 5/8 SIERRAS;1;37;14.13
